"annotation_id","annotator","color","created_at","id","image","lead_time","lighting","model","updated_at","year_3","year_s","year_x","year_y"
316,"1","Light gray/Silver","2026-02-05T10:51:15.541305Z",2602,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-314.jpg",14.344000000000001,"Medium","Y","2026-02-06T09:31:25.897984Z","","","","2025-nå"
317,"1","Black/Dark gray","2026-02-05T10:51:27.909396Z",2603,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-318.jpg",11.559,"Medium","Y","2026-02-05T10:51:27.909396Z","","","","2025-nå"
318,"1","Black/Dark gray","2026-02-05T10:51:33.327987Z",2604,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-319.jpg",4.266,"Medium","Y","2026-02-05T10:51:33.327987Z","","","","2025-nå"
319,"1","Black/Dark gray","2026-02-05T10:52:03.729985Z",2605,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-320.jpg",29.545,"Medium","Y","2026-02-05T10:52:03.729985Z","","","","2025-nå"
320,"1","White","2026-02-05T10:52:26.079931Z",2606,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-321.jpg",21.381,"Medium","Y","2026-02-05T10:52:26.079931Z","","","","2020–2024"
321,"1","White","2026-02-05T10:52:42.199784Z",2607,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-322.jpg",11.126999999999999,"Medium","Y","2026-02-05T10:52:42.199784Z","","","","2020–2024"
322,"1","White","2026-02-05T10:54:06.905177Z",2608,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-323.jpg",14.527,"Medium","Y","2026-02-05T10:54:06.905177Z","","","","2020–2024"
628,"1","Black/Dark gray","2026-02-05T14:42:14.261195Z",2609,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-328.jpg",26.843,"Dark","X","2026-02-05T14:42:14.261195Z","","","2016–2020",""
324,"1","Light gray/Silver","2026-02-05T10:57:55.322985Z",2610,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-329.jpg",32.004,"Medium","Y","2026-02-06T09:31:43.729160Z","","","","2020–2024"
326,"1","Black/Dark gray","2026-02-05T10:58:15.931412Z",2612,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-35.jpg",11.112,"Medium","Y","2026-02-05T10:58:15.931412Z","","","","2025-nå"
327,"1","Blue","2026-02-05T10:58:49.548281Z",2613,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-350.jpg",32.731,"Medium","Y","2026-02-05T10:58:49.548281Z","","","","2020–2024"
328,"1","Blue","2026-02-05T10:58:59.274290Z",2614,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-352.jpg",8.805,"Medium","Y","2026-02-05T10:58:59.274290Z","","","","2020–2024"
329,"1","Black/Dark gray","2026-02-05T10:59:41.033429Z",2615,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-353.jpg",40.902,"Medium","Y","2026-02-05T10:59:41.033429Z","","","","2020–2024"
330,"1","Black/Dark gray","2026-02-05T10:59:53.244963Z",2616,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-354.jpg",11.44,"Medium","Y","2026-02-05T10:59:53.244963Z","","","","2020–2024"
331,"1","Black/Dark gray","2026-02-05T11:00:19.994655Z",2617,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-363.jpg",25.933,"Medium","Y","2026-02-05T11:00:19.994655Z","","","","2020–2024"
332,"1","Black/Dark gray","2026-02-05T11:00:35.167489Z",2618,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-365.jpg",14.396,"Medium","Y","2026-02-05T11:00:35.167489Z","","","","2020–2024"
333,"1","Black/Dark gray","2026-02-05T11:01:07.269775Z",2619,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-366.jpg",31.249,"Light","3","2026-02-05T11:01:07.269775Z","2017–2023","","",""
334,"1","White","2026-02-05T11:01:28.925151Z",2620,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-367.jpg",20.781,"Medium","Y","2026-02-05T11:01:28.925151Z","","","","2020–2024"
335,"1","Black/Dark gray","2026-02-05T11:01:46.264605Z",2621,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-370.jpg",16.338,"Medium","3","2026-02-05T11:01:46.264605Z","2017–2023","","",""
336,"1","Black/Dark gray","2026-02-05T11:01:54.330110Z",2622,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-372.jpg",7.218,"Medium","Y","2026-02-05T11:01:54.330110Z","","","","2025-nå"
337,"1","Black/Dark gray","2026-02-05T11:02:00.727564Z",2623,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-373.jpg",5.556,"Medium","Y","2026-02-05T11:02:00.727564Z","","","","2025-nå"
338,"1","Black/Dark gray","2026-02-05T11:02:05.364033Z",2624,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-374.jpg",3.751,"Medium","Y","2026-02-05T11:02:05.364033Z","","","","2025-nå"
339,"1","White","2026-02-05T11:02:13.756146Z",2625,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-45.jpg",7.519,"Medium","3","2026-02-05T11:02:13.756146Z","2024–nå","","",""
341,"1","Black/Dark gray","2026-02-05T11:03:14.950598Z",2627,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-48.jpg",45.695,"Medium","Y","2026-02-05T11:03:14.950598Z","","","","2020–2024"
342,"1","Black/Dark gray","2026-02-05T11:03:25.928696Z",2628,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-49.jpg",9.842,"Medium","Y","2026-02-05T11:03:25.928696Z","","","","2020–2024"
343,"1","Black/Dark gray","2026-02-05T11:03:39.989845Z",2629,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-50.jpg",13.139,"Medium","Y","2026-02-05T11:03:39.989845Z","","","","2020–2024"
344,"1","Light gray/Silver","2026-02-05T11:03:46.060097Z",2630,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-51.jpg",7.979000000000001,"Medium","Y","2026-02-06T09:32:24.204566Z","","","","2025-nå"
345,"1","Light gray/Silver","2026-02-05T11:03:53.036207Z",2631,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-52.jpg",8.629,"Medium","Y","2026-02-06T09:32:31.538527Z","","","","2025-nå"
346,"1","Light gray/Silver","2026-02-05T11:03:57.588997Z",2632,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-53.jpg",6.066000000000001,"Medium","Y","2026-02-06T09:32:39.114922Z","","","","2025-nå"
347,"1","Black/Dark gray","2026-02-05T11:04:45.922886Z",2633,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-54.jpg",47.344,"Medium","Y","2026-02-05T11:04:45.922886Z","","","","2020–2024"
348,"1","Black/Dark gray","2026-02-05T11:04:56.995493Z",2634,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-55.jpg",9.9,"Medium","Y","2026-02-05T11:04:56.995493Z","","","","2020–2024"
349,"1","Black/Dark gray","2026-02-05T11:05:04.575408Z",2635,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-56.jpg",6.811,"Medium","Y","2026-02-05T11:05:04.575408Z","","","","2020–2024"
350,"1","Light gray/Silver","2026-02-05T11:06:06.535872Z",2636,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-57.jpg",63.879999999999995,"Medium","X","2026-02-06T09:34:09.133927Z","","","2016–2020",""
351,"1","Light gray/Silver","2026-02-05T11:06:15.481348Z",2637,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-58.jpg",11.792,"Medium","X","2026-02-06T09:34:02.160967Z","","","2016–2020",""
352,"1","Light gray/Silver","2026-02-05T11:06:22.496025Z",2638,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-59.jpg",8.65,"Medium","X","2026-02-06T09:34:16.507029Z","","","2016–2020",""
353,"1","Red","2026-02-05T11:06:46.168825Z",2639,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-60.jpg",22.843,"Medium","X","2026-02-05T11:06:46.168825Z","","","2016–2020",""
354,"1","Red","2026-02-05T11:07:06.699255Z",2640,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-61.jpg",14.484,"Medium","X","2026-02-05T11:07:06.699255Z","","","2016–2020",""
355,"1","Red","2026-02-05T11:07:17.551945Z",2641,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-62.jpg",9.915,"Medium","X","2026-02-05T11:07:17.551945Z","","","2016–2020",""
356,"1","Black/Dark gray","2026-02-05T11:07:51.289142Z",2642,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-66.jpg",32.787,"Medium","3","2026-02-05T11:07:51.289142Z","2017–2023","","",""
357,"1","Black/Dark gray","2026-02-05T11:08:01.234814Z",2643,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-68.jpg",8.775,"Medium","3","2026-02-05T11:08:01.234814Z","2017–2023","","",""
359,"1","Black/Dark gray","2026-02-05T11:11:55.504744Z",2644,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-78.jpg",226.291,"Medium","X","2026-02-05T11:11:55.504744Z","","","2021–nå",""
360,"1","Red","2026-02-05T11:12:30.279152Z",2645,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-83.jpg",33.877,"Medium","3","2026-02-05T11:12:30.279152Z","2024–nå","","",""
361,"1","Red","2026-02-05T11:13:13.482264Z",2646,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-84.jpg",42.445,"Medium","3","2026-02-05T11:13:13.482264Z","2024–nå","","",""
362,"1","Black/Dark gray","2026-02-05T11:13:44.167849Z",2647,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-88.jpg",29.67,"Medium","Y","2026-02-05T11:13:44.167849Z","","","","2020–2024"
363,"1","Black/Dark gray","2026-02-05T11:14:10.484927Z",2648,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Clow-light%5C%25~n1-99.jpg",25.386,"Medium","X","2026-02-05T11:14:10.484927Z","","","2016–2020",""
364,"1","Light gray/Silver","2026-02-05T11:14:38.268171Z",2649,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-0.jpg",46.413,"Dark","3","2026-02-06T09:34:55.276447Z","2024–nå","","",""
365,"1","Light gray/Silver","2026-02-05T11:14:45.664309Z",2650,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-1.jpg",12.861,"Dark","3","2026-02-06T09:35:03.050114Z","2024–nå","","",""
637,"1","Black/Dark gray","2026-02-05T14:53:44.414274Z",2651,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-10.jpg",907.7439999999999,"Dark","Y","2026-02-05T14:53:44.414274Z","","","","2020–2024"
367,"1","White","2026-02-05T11:32:58.104232Z",2652,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-105.jpg",35.819,"Dark","Y","2026-02-05T11:32:58.104232Z","","","","2020–2024"
368,"1","White","2026-02-05T11:33:07.704781Z",2653,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-106.jpg",8.904,"Dark","Y","2026-02-05T11:33:07.704781Z","","","","2020–2024"
369,"1","Black/Dark gray","2026-02-05T11:33:40.624717Z",2654,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-11.jpg",32.225,"Dark","Y","2026-02-05T11:33:40.624717Z","","","","2020–2024"
370,"1","Black/Dark gray","2026-02-05T11:33:59.519793Z",2655,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-110.jpg",18.126,"Dark","X","2026-02-05T11:33:59.519793Z","","","2016–2020",""
371,"1","Black/Dark gray","2026-02-05T11:34:28.171159Z",2656,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-111.jpg",4.492,"Dark","X","2026-02-05T11:34:28.171159Z","","","2016–2020",""
372,"1","Black/Dark gray","2026-02-05T11:34:33.690160Z",2657,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-112.jpg",4.845,"Medium","X","2026-02-05T11:34:33.691163Z","","","2016–2020",""
374,"1","Black/Dark gray","2026-02-05T11:35:30.780875Z",2658,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-113.jpg",24.909,"Dark","Y","2026-02-05T11:35:30.780875Z","","","","2020–2024"
375,"1","Black/Dark gray","2026-02-05T11:35:35.543485Z",2659,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-114.jpg",30.361,"Dark","Y","2026-02-05T11:35:35.543485Z","","","","2020–2024"
376,"1","Black/Dark gray","2026-02-05T11:35:43.693865Z",2660,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-115.jpg",7.485,"Dark","Y","2026-02-05T11:35:43.693865Z","","","","2020–2024"
377,"1","Blue","2026-02-05T11:36:09.982422Z",2661,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-117.jpg",25.639,"Dark","3","2026-02-05T11:36:09.982422Z","2017–2023","","",""
378,"1","Black/Dark gray","2026-02-05T11:37:42.210125Z",2662,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-12.jpg",11.563,"Dark","Y","2026-02-05T11:37:42.210125Z","","","","2020–2024"
379,"1","Black/Dark gray","2026-02-05T11:41:56.150207Z",2663,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-124.jpg",32.608,"Dark","3","2026-02-05T11:41:56.150207Z","2017–2023","","",""
380,"1","Black/Dark gray","2026-02-05T11:42:05.759570Z",2664,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-125.jpg",8.846,"Dark","3","2026-02-05T11:42:05.759570Z","2017–2023","","",""
381,"1","Black/Dark gray","2026-02-05T11:42:14.183357Z",2665,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-126.jpg",7.771,"Dark","3","2026-02-05T11:42:14.183357Z","2017–2023","","",""
382,"1","Red","2026-02-05T11:42:23.572564Z",2666,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-127.jpg",8.19,"Dark","Y","2026-02-05T11:42:23.572564Z","","","","2025-nå"
383,"1","Red","2026-02-05T11:42:33.589874Z",2667,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-128.jpg",9.35,"Dark","Y","2026-02-05T11:42:33.589874Z","","","","2025-nå"
384,"1","Red","2026-02-05T11:42:41.240040Z",2668,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-129.jpg",7.032,"Dark","Y","2026-02-05T11:42:41.240040Z","","","","2025-nå"
385,"1","Black/Dark gray","2026-02-05T11:43:18.311936Z",2669,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-13.jpg",36.461,"Dark","S","2026-02-05T11:43:18.311936Z","","2016–2020","",""
386,"1","Red","2026-02-05T11:43:28.609531Z",2670,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-130.jpg",9.485,"Dark","Y","2026-02-05T11:43:28.609531Z","","","","2025-nå"
387,"1","Black/Dark gray","2026-02-05T11:44:10.302458Z",2671,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-131.jpg",40.887,"Dark","Y","2026-02-05T11:44:10.302458Z","","","","2020–2024"
388,"1","Black/Dark gray","2026-02-05T11:44:19.556172Z",2672,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-132.jpg",8.573,"Dark","Y","2026-02-05T11:44:19.556172Z","","","","2020–2024"
389,"1","Black/Dark gray","2026-02-05T11:44:48.507990Z",2673,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-133.jpg",28.291,"Dark","Y","2026-02-05T11:44:48.507990Z","","","","2020–2024"
390,"1","Black/Dark gray","2026-02-05T11:45:17.774036Z",2674,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-134.jpg",28.529,"Dark","3","2026-02-05T11:45:17.774036Z","2017–2023","","",""
391,"1","Black/Dark gray","2026-02-05T11:45:26.411072Z",2675,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-135.jpg",7.647,"Dark","3","2026-02-05T11:45:26.411072Z","2017–2023","","",""
392,"1","Black/Dark gray","2026-02-05T11:45:38.117716Z",2676,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-136.jpg",11.012,"Dark","3","2026-02-05T11:45:38.117716Z","2017–2023","","",""
393,"1","Light gray/Silver","2026-02-05T11:45:59.108964Z",2677,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-139.jpg",23.039,"Dark","Y","2026-02-06T09:36:52.240706Z","","","","2020–2024"
394,"1","Black/Dark gray","2026-02-05T11:46:37.206998Z",2678,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-14.jpg",26.108,"Dark","S","2026-02-05T11:46:37.206998Z","","2016–2020","",""
395,"1","Black/Dark gray","2026-02-05T11:46:53.873325Z",2679,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-15.jpg",16.014,"Dark","S","2026-02-05T11:46:53.873325Z","","2016–2020","",""
396,"1","Black/Dark gray","2026-02-05T11:47:18.973859Z",2680,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-155.jpg",24.404,"Dark","Y","2026-02-05T11:47:18.973859Z","","","","2020–2024"
397,"1","Black/Dark gray","2026-02-05T11:47:29.519235Z",2681,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-156.jpg",9.72,"Dark","Y","2026-02-05T11:47:29.520234Z","","","","2020–2024"
398,"1","Black/Dark gray","2026-02-05T11:47:39.249460Z",2682,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-157.jpg",8.5,"Dark","Y","2026-02-05T11:47:39.249460Z","","","","2020–2024"
399,"1","Light gray/Silver","2026-02-05T11:47:50.384740Z",2683,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-159.jpg",13.616999999999999,"Dark","3","2026-02-06T09:37:09.271589Z","2024–nå","","",""
400,"1","Black/Dark gray","2026-02-05T11:48:18.396796Z",2684,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-161.jpg",17.304,"Dark","Y","2026-02-05T11:48:18.396796Z","","","","2025-nå"
401,"1","Black/Dark gray","2026-02-05T11:48:29.860335Z",2685,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-162.jpg",10.718,"Dark","Y","2026-02-05T11:48:29.860335Z","","","","2025-nå"
402,"1","Black/Dark gray","2026-02-05T11:49:08.716444Z",2686,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-164.jpg",25.51,"Dark","3","2026-02-05T11:49:08.716444Z","2017–2023","","",""
403,"1","Black/Dark gray","2026-02-05T11:49:28.000768Z",2687,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-165.jpg",18.599,"Dark","3","2026-02-05T11:49:28.000768Z","2017–2023","","",""
404,"1","Black/Dark gray","2026-02-05T11:49:45.428901Z",2688,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-166.jpg",16.702,"Dark","3","2026-02-05T11:49:45.428901Z","2017–2023","","",""
405,"1","Red","2026-02-05T11:50:03.838811Z",2689,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-17.jpg",17.655,"Dark","3","2026-02-05T11:50:03.838811Z","2017–2023","","",""
406,"1","Black/Dark gray","2026-02-05T11:50:34.491822Z",2690,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-177.jpg",29.916,"Dark","Y","2026-02-05T11:50:34.491822Z","","","","2020–2024"
407,"1","Black/Dark gray","2026-02-05T11:50:46.856827Z",2691,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-178.jpg",11.529,"Dark","Y","2026-02-05T11:50:46.856827Z","","","","2020–2024"
408,"1","Black/Dark gray","2026-02-05T11:51:02.339658Z",2692,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-179.jpg",14.549,"Dark","Y","2026-02-05T11:51:02.339658Z","","","","2020–2024"
409,"1","Light gray/Silver","2026-02-05T11:51:30.461102Z",2693,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-18.jpg",31.916,"Dark","X","2026-02-06T09:37:38.748372Z","","","2016–2020",""
410,"1","Black/Dark gray","2026-02-05T11:52:10.098192Z",2694,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-180.jpg",38.909,"Dark","Y","2026-02-05T11:52:10.098192Z","","","","2020–2024"
411,"1","Black/Dark gray","2026-02-05T11:52:29.578643Z",2695,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-181.jpg",18.586,"Dark","Y","2026-02-05T11:52:29.578643Z","","","","2020–2024"
412,"1","Black/Dark gray","2026-02-05T11:52:36.340657Z",2696,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-182.jpg",5.711,"Dark","Y","2026-02-05T11:52:36.340657Z","","","","2020–2024"
413,"1","Black/Dark gray","2026-02-05T11:53:05.820790Z",2697,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-183.jpg",28.761,"Dark","3","2026-02-05T11:53:05.820790Z","2017–2023","","",""
414,"1","Black/Dark gray","2026-02-05T11:53:16.530439Z",2698,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-184.jpg",9.515,"Dark","3","2026-02-05T11:53:16.530439Z","2017–2023","","",""
415,"1","Black/Dark gray","2026-02-05T11:53:29.540046Z",2699,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-185.jpg",12.205,"Dark","3","2026-02-05T11:53:29.540046Z","2017–2023","","",""
416,"1","Black/Dark gray","2026-02-05T11:54:35.544917Z",2700,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-186.jpg",65.269,"Dark","Y","2026-02-05T11:54:35.544917Z","","","","2025-nå"
417,"1","Black/Dark gray","2026-02-05T11:54:47.405402Z",2701,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-187.jpg",11.071,"Dark","Y","2026-02-05T11:54:47.405402Z","","","","2025-nå"
418,"1","Black/Dark gray","2026-02-05T11:54:53.237646Z",2702,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-188.jpg",4.806,"Dark","Y","2026-02-05T11:54:53.237646Z","","","","2025-nå"
419,"1","Black/Dark gray","2026-02-05T11:55:34.001350Z",2703,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-19.jpg",40.024,"Dark","X","2026-02-05T11:55:34.001350Z","","","2016–2020",""
420,"1","Black/Dark gray","2026-02-05T11:56:29.665660Z",2704,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-198.jpg",22.225,"Dark","Y","2026-02-05T11:56:29.665660Z","","","","2020–2024"
421,"1","Black/Dark gray","2026-02-05T11:56:37.662807Z",2705,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-199.jpg",7.126,"Dark","Y","2026-02-05T11:56:37.662807Z","","","","2020–2024"
422,"1","Light gray/Silver","2026-02-05T11:56:56.994146Z",2706,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-2.jpg",22.412,"Dark","3","2026-02-06T09:38:21.512082Z","2024–nå","","",""
423,"1","Black/Dark gray","2026-02-05T11:57:16.728206Z",2707,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-200.jpg",19.033,"Dark","Y","2026-02-05T11:57:16.728206Z","","","","2020–2024"
424,"1","Black/Dark gray","2026-02-05T11:57:42.626262Z",2708,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-204.jpg",25.167,"Dark","3","2026-02-05T11:57:42.626262Z","2017–2023","","",""
425,"1","Black/Dark gray","2026-02-05T11:57:57.189129Z",2709,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-205.jpg",13.83,"Dark","3","2026-02-05T11:57:57.189129Z","2017–2023","","",""
426,"1","Black/Dark gray","2026-02-05T11:58:05.561799Z",2710,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-206.jpg",7.266,"Dark","3","2026-02-05T11:58:05.561799Z","2017–2023","","",""
427,"1","Black/Dark gray","2026-02-05T11:58:31.343673Z",2711,"/data/local-files/?d=Users%5Cjohan%5CDownloads%5Ctesla%5Cdark%5C%25~n1-219.jpg",25.045,"Dark","Y","2026-02-05T11:58:31.343673Z","","","","2020–2024"
