color,image,lighting,model,source,year,lvl1,lvl2,strat_key,w_lvl2,y_lvl1,w_lvl1,y_lvl2,processed_image
Black/Dark gray,Egenprodusert/non-tesla/dark/IMG_1834.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/IMG_1834.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/0119_05913.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0119_05913.jpg
Light gray/Silver,Eksternt/non-tesla/daylight/0652_03132.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0652_03132.jpg
Black/Dark gray,Egenprodusert/non-tesla/low-light/20260303_122804306_iOS.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/20260303_122804306_iOS.jpg
White,Eksternt/non-tesla/daylight/2149_03137.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/2149_03137.jpg
Black/Dark gray,Egenprodusert/non-tesla/low-light/20260303_122907873_iOS.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/20260303_122907873_iOS.jpg
White,Egenprodusert/non-tesla/dark/20260303_183525144_iOS.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/20260303_183525144_iOS.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/1338_01872.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1338_01872.jpg
Black/Dark gray,Egenprodusert/non-tesla/dark/IMG_4788.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/IMG_4788.jpg
Light gray/Silver,Eksternt/non-tesla/daylight/0219_07108.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0219_07108.jpg
White,Eksternt/non-tesla/daylight/0260_07772.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0260_07772.jpg
Light gray/Silver,Egenprodusert/Tesla/dark/IMG_1297.jpg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark,1.0,1,1.0,6,train/Egenprodusert/Tesla/dark/IMG_1297.jpg
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-50.jpg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium,1.0,1,1.0,5,train/Egenprodusert/Tesla/low-light/%~n1-50.jpg
Red,Eksternt/non-tesla/daylight/0332_02356.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0332_02356.jpg
White,Egenprodusert/Tesla/low-light/%~n1-259.jpg,Medium,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Medium,1.0,1,1.0,0,train/Egenprodusert/Tesla/low-light/%~n1-259.jpg
Light gray/Silver,Eksternt/Tesla/daylight/Stanford/015248.jpg,Light,S 2012–2015,external,2012–2015,Tesla,S 2012–2015,Tesla|S 2012–2015|Light,1.0,1,1.0,2,train/Eksternt/Tesla/daylight/Stanford/015248.jpg
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180317968_iOS.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/20260303_180317968_iOS.jpg
Blue,Eksternt/non-tesla/daylight/2232_04262.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/2232_04262.jpg
White,Egenprodusert/Tesla/low-light/IMG_1494.jpg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium,1.0,1,1.0,5,train/Egenprodusert/Tesla/low-light/IMG_1494.jpg
Black/Dark gray,Egenprodusert/non-tesla/dark/20260303_180040591_iOS.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/20260303_180040591_iOS.jpg
Red,Eksternt/non-tesla/daylight/0445_06026.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0445_06026.jpg
Light gray/Silver,Eksternt/non-tesla/daylight/2026_04167.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/2026_04167.jpg
Red,Eksternt/Tesla/daylight/Kaggle/S/t106.jpg,Light,S 2016–nå,external,2016–2020,Tesla,S 2016–nå,Tesla|S 2016–nå|Light,1.0,1,1.0,3,train/Eksternt/Tesla/daylight/Kaggle/S/t106.jpg
Light gray/Silver,Eksternt/non-tesla/daylight/0929_01835.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0929_01835.jpg
White,Eksternt/non-tesla/daylight/2199_01683.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/2199_01683.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/1593_00405.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1593_00405.jpg
Black/Dark gray,Egenprodusert/non-tesla/low-light/20260303_122903555_iOS.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/20260303_122903555_iOS.jpg
Black/Dark gray,Eksternt/Tesla/daylight/Kaggle/X/tesla-model-x-plaid-suv.jpg,Light,X,external,2021–nå,Tesla,X,Tesla|X|Light,1.0,1,1.0,4,train/Eksternt/Tesla/daylight/Kaggle/X/tesla-model-x-plaid-suv.jpg
Green,Egenprodusert/Tesla/dark/IMG_1163.jpg,Dark,X,internal,2016–2020,Tesla,X,Tesla|X|Dark,1.0,1,1.0,4,train/Egenprodusert/Tesla/dark/IMG_1163.jpg
White,Egenprodusert/Tesla/dark/%~n1-43.jpg,Dark,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Dark,1.0,1,1.0,1,train/Egenprodusert/Tesla/dark/%~n1-43.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/1204_04065.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1204_04065.jpg
Black/Dark gray,Egenprodusert/non-tesla/daylight/IMG_4337.jpg,Light,Other car,internal,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Egenprodusert/non-tesla/daylight/IMG_4337.jpg
Light gray/Silver,Eksternt/non-tesla/daylight/2049_02653.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/2049_02653.jpg
White,Eksternt/non-tesla/daylight/1762_04147.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1762_04147.jpg
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_3779.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark,1.0,1,1.0,5,train/Egenprodusert/Tesla/dark/IMG_3779.jpg
White,Egenprodusert/Tesla/dark/IMG_1203.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark,1.0,1,1.0,5,train/Egenprodusert/Tesla/dark/IMG_1203.jpg
Black/Dark gray,Egenprodusert/non-tesla/low-light/IMG_4695.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_4695.jpg
Light gray/Silver,Egenprodusert/non-tesla/low-light/IMG_1846.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_1846.jpg
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1371.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light,1.0,1,1.0,5,train/Egenprodusert/Tesla/daylight/IMG_1371.jpg
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1417.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light,1.0,1,1.0,5,train/Egenprodusert/Tesla/daylight/IMG_1417.jpg
Green,Eksternt/non-tesla/daylight/0040_07378.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0040_07378.jpg
Blue,Eksternt/Tesla/daylight/Kaggle/Y/t126.jpg,Light,3 2017–2023,external,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light,1.0,1,1.0,0,train/Eksternt/Tesla/daylight/Kaggle/Y/t126.jpg
White,Egenprodusert/non-tesla/dark/IMG_4810.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/IMG_4810.jpg
Black/Dark gray,Egenprodusert/non-tesla/dark/IMG_4889.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/IMG_4889.jpg
Red,Egenprodusert/Tesla/dark/%~n1-335.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark,1.0,1,1.0,5,train/Egenprodusert/Tesla/dark/%~n1-335.jpg
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_4137.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark,1.0,1,1.0,5,train/Egenprodusert/Tesla/dark/IMG_4137.jpg
Black/Dark gray,Eksternt/Tesla/daylight/Kaggle/X/images - 2023-08-30T070123.747.jpg,Light,X,external,2021–nå,Tesla,X,Tesla|X|Light,1.0,1,1.0,4,train/Eksternt/Tesla/daylight/Kaggle/X/images - 2023-08-30T070123.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/1490_03439.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1490_03439.jpg
Light gray/Silver,Eksternt/non-tesla/daylight/1870_03090.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1870_03090.jpg
Blue,Eksternt/non-tesla/daylight/0848_05688.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0848_05688.jpg
Light gray/Silver,Eksternt/non-tesla/daylight/0728_06031.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0728_06031.jpg
Red,Eksternt/Tesla/daylight/Kaggle/S/Tesla-Model S PLAID web.jpg,Light,S 2016–nå,external,2021–nå,Tesla,S 2016–nå,Tesla|S 2016–nå|Light,1.0,1,1.0,3,train/Eksternt/Tesla/daylight/Kaggle/S/Tesla-Model S PLAID web.jpg
White,Egenprodusert/Tesla/low-light/%~n1-170.jpg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium,1.0,1,1.0,5,train/Egenprodusert/Tesla/low-light/%~n1-170.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/1851_07121.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1851_07121.jpg
White,Egenprodusert/Tesla/daylight/IMG_1354.jpg,Light,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Light,1.0,1,1.0,6,train/Egenprodusert/Tesla/daylight/IMG_1354.jpg
Red,Egenprodusert/Tesla/daylight/IMG_1767.jpg,Light,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light,1.0,1,1.0,0,train/Egenprodusert/Tesla/daylight/IMG_1767.jpg
White,Egenprodusert/non-tesla/low-light/20260303_123946466_iOS.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/20260303_123946466_iOS.jpg
Light gray/Silver,Eksternt/non-tesla/daylight/1503_00363.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1503_00363.jpg
Black/Dark gray,Egenprodusert/Tesla/low-light/IMG_1209.jpg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium,1.0,1,1.0,5,train/Egenprodusert/Tesla/low-light/IMG_1209.jpg
White,Eksternt/non-tesla/daylight/2111_04142.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/2111_04142.jpg
Black/Dark gray,Egenprodusert/non-tesla/low-light/IMG_2121.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_2121.jpg
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_1622.jpg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark,1.0,1,1.0,6,train/Egenprodusert/Tesla/dark/IMG_1622.jpg
Light gray/Silver,Egenprodusert/Tesla/low-light/IMG_4177.jpg,Dark,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Dark,1.0,1,1.0,6,train/Egenprodusert/Tesla/low-light/IMG_4177.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/0914_01459.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0914_01459.jpg
Light gray/Silver,Egenprodusert/Tesla/daylight/20260207_151140247_iOS.jpg,Light,S 2016–nå,internal,2016–2020,Tesla,S 2016–nå,Tesla|S 2016–nå|Light,1.0,1,1.0,3,train/Egenprodusert/Tesla/daylight/20260207_151140247_iOS.jpg
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-226.jpg,Medium,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Medium,1.0,1,1.0,6,train/Egenprodusert/Tesla/low-light/%~n1-226.jpg
Light gray/Silver,Egenprodusert/non-tesla/daylight/IMG_1730.jpg,Light,Other car,internal,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Egenprodusert/non-tesla/daylight/IMG_1730.jpg
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_1783.jpg,Light,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Light,1.0,1,1.0,6,train/Egenprodusert/Tesla/daylight/IMG_1783.jpg
Light gray/Silver,Egenprodusert/non-tesla/low-light/20260303_123721876_iOS.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/20260303_123721876_iOS.jpg
Light gray/Silver,Eksternt/non-tesla/daylight/2234_06497.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/2234_06497.jpg
Light gray/Silver,Eksternt/non-tesla/daylight/1980_05452.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1980_05452.jpg
White,Egenprodusert/Tesla/daylight/%~n1-469.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light,1.0,1,1.0,5,train/Egenprodusert/Tesla/daylight/%~n1-469.jpg
Red,Eksternt/non-tesla/daylight/0629_02200.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0629_02200.jpg
Light gray/Silver,Eksternt/Tesla/daylight/Kaggle/Y/images - 2023-08-30T082156.947.jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light,1.0,1,1.0,5,train/Eksternt/Tesla/daylight/Kaggle/Y/images - 2023-08-30T082156.jpg
Light gray/Silver,Egenprodusert/Tesla/low-light/IMG_4057.jpg,Medium,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Medium,1.0,1,1.0,5,train/Egenprodusert/Tesla/low-light/IMG_4057.jpg
Light gray/Silver,Egenprodusert/non-tesla/low-light/IMG_4642.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_4642.jpg
Black/Dark gray,Egenprodusert/non-tesla/low-light/IMG_4630.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_4630.jpg
Red,Eksternt/non-tesla/daylight/0440_01424.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0440_01424.jpg
White,Egenprodusert/Tesla/dark/IMG_1513.jpg,Medium,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Medium,1.0,1,1.0,0,train/Egenprodusert/Tesla/dark/IMG_1513.jpg
Red,Eksternt/non-tesla/daylight/1763_06249.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1763_06249.jpg
Red,Egenprodusert/Tesla/dark/IMG_1247.jpg,Dark,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Dark,1.0,1,1.0,1,train/Egenprodusert/Tesla/dark/IMG_1247.jpg
Black/Dark gray,Egenprodusert/Tesla/dark/IMG_1168.jpg,Dark,S 2016–nå,internal,2016–2020,Tesla,S 2016–nå,Tesla|S 2016–nå|Dark,1.0,1,1.0,3,train/Egenprodusert/Tesla/dark/IMG_1168.jpg
White,Egenprodusert/Tesla/daylight/20260129_122016402_iOS.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light,1.0,1,1.0,5,train/Egenprodusert/Tesla/daylight/20260129_122016402_iOS.jpg
White,Egenprodusert/Tesla/low-light/IMG_4184.jpg,Dark,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Dark,1.0,1,1.0,1,train/Egenprodusert/Tesla/low-light/IMG_4184.jpg
Black/Dark gray,Egenprodusert/Tesla/daylight/20260207_150206882_iOS.jpg,Light,X,internal,2016–2020,Tesla,X,Tesla|X|Light,1.0,1,1.0,4,train/Egenprodusert/Tesla/daylight/20260207_150206882_iOS.jpg
Blue,Egenprodusert/Tesla/daylight/IMG_1753.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light,1.0,1,1.0,5,train/Egenprodusert/Tesla/daylight/IMG_1753.jpg
Red,Eksternt/Tesla/daylight/Kaggle/Y/2024_tesla_model-y_actf34_fe_1025221_1600.jpg,Light,Y 2020–2024,external,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light,1.0,1,1.0,5,train/Eksternt/Tesla/daylight/Kaggle/Y/2024_tesla_model-y_actf34_fe_1025221_1600.jpg
Light gray/Silver,Eksternt/non-tesla/daylight/1782_02529.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1782_02529.jpg
Red,Eksternt/non-tesla/daylight/0657_04656.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0657_04656.jpg
Red,Eksternt/Tesla/daylight/Kaggle/S/2023-tesla-model-s-ultra-red-color (1).jpg,Light,S 2016–nå,external,2021–nå,Tesla,S 2016–nå,Tesla|S 2016–nå|Light,1.0,1,1.0,3,train/Eksternt/Tesla/daylight/Kaggle/S/2023-tesla-model-s-ultra-red-color (1).jpg
White,Egenprodusert/Tesla/dark/IMG_3755.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark,1.0,1,1.0,5,train/Egenprodusert/Tesla/dark/IMG_3755.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/2162_00530.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/2162_00530.jpg
Black/Dark gray,Egenprodusert/Tesla/daylight/20260207_142811390_iOS.jpg,Light,S 2012–2015,internal,2012–2015,Tesla,S 2012–2015,Tesla|S 2012–2015|Light,1.0,1,1.0,2,train/Egenprodusert/Tesla/daylight/20260207_142811390_iOS.jpg
White,Egenprodusert/non-tesla/dark/20260303_181209235_iOS.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/20260303_181209235_iOS.jpg
Blue,Egenprodusert/non-tesla/dark/IMG_1815.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/IMG_1815.jpg
Black/Dark gray,Egenprodusert/non-tesla/low-light/20260303_121532446_iOS.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/20260303_121532446_iOS.jpg
Black/Dark gray,Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070932.157.jpg,Light,3 2017–2023,external,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light,1.0,1,1.0,0,train/Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070932.jpg
Black/Dark gray,Egenprodusert/non-tesla/dark/IMG_2158.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/IMG_2158.jpg
White,Egenprodusert/Tesla/low-light/IMG_1499.jpg,Medium,3 2024–nå,internal,2024–nå,Tesla,3 2024–nå,Tesla|3 2024–nå|Medium,1.0,1,1.0,1,train/Egenprodusert/Tesla/low-light/IMG_1499.jpg
Light gray/Silver,Eksternt/non-tesla/daylight/0183_01714.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0183_01714.jpg
Black/Dark gray,Egenprodusert/Tesla/low-light/IMG_4115.jpg,Medium,Y 2025-nå,internal,2025-nå,Tesla,Y 2025-nå,Tesla|Y 2025-nå|Medium,1.0,1,1.0,6,train/Egenprodusert/Tesla/low-light/IMG_4115.jpg
Light gray/Silver,Egenprodusert/non-tesla/daylight/IMG_1727.jpg,Light,Other car,internal,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Egenprodusert/non-tesla/daylight/IMG_1727.jpg
Red,Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070959.628.jpg,Light,S 2016–nå,external,2016–2020,Tesla,S 2016–nå,Tesla|S 2016–nå|Light,1.0,1,1.0,3,train/Eksternt/Tesla/daylight/Kaggle/3/images - 2023-08-30T070959.jpg
Black/Dark gray,Eksternt/non-tesla/daylight/2317_02889.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/2317_02889.jpg
Black/Dark gray,Egenprodusert/Tesla/daylight/IMG_3898.jpg,Light,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Light,1.0,1,1.0,0,train/Egenprodusert/Tesla/daylight/IMG_3898.jpg
White,Eksternt/non-tesla/daylight/2154_07860.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/2154_07860.jpg
Black/Dark gray,Egenprodusert/non-tesla/low-light/IMG_2040.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_2040.jpg
Black/Dark gray,Egenprodusert/Tesla/dark/%~n1-77.jpg,Dark,X,internal,2021–nå,Tesla,X,Tesla|X|Dark,1.0,1,1.0,4,train/Egenprodusert/Tesla/dark/%~n1-77.jpg
Light gray/Silver,Egenprodusert/Tesla/daylight/IMG_3925.jpg,Light,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Light,1.0,1,1.0,5,train/Egenprodusert/Tesla/daylight/IMG_3925.jpg
Red,Eksternt/non-tesla/daylight/0316_03726.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0316_03726.jpg
White,Egenprodusert/Tesla/low-light/IMG_4165.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark,1.0,1,1.0,5,train/Egenprodusert/Tesla/low-light/IMG_4165.jpg
Blue,Egenprodusert/non-tesla/dark/20260303_181522215_iOS.jpg,Dark,Other car,internal,,Other,,Other|NA|Dark,0.0,0,1.0,0,train/Egenprodusert/non-tesla/dark/20260303_181522215_iOS.jpg
Black/Dark gray,Egenprodusert/Tesla/low-light/%~n1-370.jpg,Medium,3 2017–2023,internal,2017–2023,Tesla,3 2017–2023,Tesla|3 2017–2023|Medium,1.0,1,1.0,0,train/Egenprodusert/Tesla/low-light/%~n1-370.jpg
White,Egenprodusert/Tesla/dark/IMG_3764.jpg,Dark,Y 2020–2024,internal,2020–2024,Tesla,Y 2020–2024,Tesla|Y 2020–2024|Dark,1.0,1,1.0,5,train/Egenprodusert/Tesla/dark/IMG_3764.jpg
Red,Eksternt/non-tesla/daylight/2051_07188.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/2051_07188.jpg
Light gray/Silver,Egenprodusert/non-tesla/low-light/IMG_2015.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_2015.jpg
Black/Dark gray,Egenprodusert/non-tesla/low-light/IMG_4354.jpg,Medium,Other car,internal,,Other,,Other|NA|Medium,0.0,0,1.0,0,train/Egenprodusert/non-tesla/low-light/IMG_4354.jpg
White,Eksternt/non-tesla/daylight/1990_08135.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/1990_08135.jpg
Red,Eksternt/non-tesla/daylight/0285_07561.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0285_07561.jpg
Blue,Eksternt/non-tesla/daylight/0385_06829.jpg,Light,Other car,external,,Other,,Other|NA|Light,0.0,0,1.0,0,train/Eksternt/non-tesla/daylight/0385_06829.jpg
White,Egenprodusert/Tesla/daylight/IMG_1236.jpg,Light,S 2012–2015,internal,2012–2015,Tesla,S 2012–2015,Tesla|S 2012–2015|Light,1.0,1,1.0,2,train/Egenprodusert/Tesla/daylight/IMG_1236.jpg
Light gray/Silver,Egenprodusert/Tesla/dark/IMG_3836.jpg,Dark,X,internal,2016–2020,Tesla,X,Tesla|X|Dark,1.0,1,1.0,4,train/Egenprodusert/Tesla/dark/IMG_3836.jpg
